"REF_DATE","City","Immigrants","CPI_current","Adj_rent","Province","Net interprovincial migration","Net intraprovincial migration","Net non-permanent residents","Residual_deviation","Net_International_Migration","Births","Deaths","Natural_Growth","Population_Estimate","M_Income","Bachelor_Unit","One bedroom units","Three bedroom units","Two bedroom units","Crime severity index","Violent crime severity index","Average_Rent","Average_Rent_log","YoY_diff","Change_in_M_income","Labour force","Employment","Full-time employment","Part-time employment","Unemployment","Not in labour force","Unemployment_rate","Participation rate","Employment_rate","Vacancy_Rate","Housing starts","Housing under construction","Housing_completions","Percentage","Percentage3","Imm_pop","Change_Vacancy","Change_UnEm","Change_Participation","Imm_pop100","Log_Adj_Rent","Chng_Log_AdjR","Adj_M_Income","Group","avg_rent","avg_immigrants","avg_Net_imm","GDP_cma","DGUID","Value","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","GDP_pro","STATUS","SYMBOL","TERMINATED","DECIMALS","Population_Growth","Population_Growth_RD","PopG_Population","PopG_PRD","Change_Pop_g","Immigrants1","Change_Rent","Change_Imm","Change_Int_Migration","Pop_pop100","Pop_percentage"
2007,"Kingston",378,111.5,1133.94237668161,"Ontario",105,138,21,131,119,1520,1378,142,158849,69200,562,709.5,1076.5,836.75,70.5,60.67,796.1875,6.67983471087001,0.0344457796908637,2400,83.2,78.6,61.4,17.2,4.6,43.7,5.5,65.6,61.9,3.3,880,694,776,0.00232606913382524,0.00232923701577644,0.00238916910007964,1.2,-0.9,-0.100000000000009,0.238916910007964,7.03345566878287,0.0126860816297141,80801.1764705882,"Group1",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",560149.5,NA,NA,NA,1,366,235,0.0023040749390931,0.0014793923789259,-227,12,14.2944237332401,12,-515,0.23040749390931,0.231332246198187
2008,"Kingston",461,114.1,1161.33808063103,"Ontario",326,564,-130,146,10,1446,1312,134,160029,83600,563.333333333333,746.666666666667,1151,876.75,67.83,60.46,834.4375,6.72675784515031,0.0469231342803074,14400,84.6,79.7,63.3,16.4,5,43.6,5.9,66,62.2,1.2,672,296,1068,0.00238916910007964,0.00240233369559,0.00290212717738229,-2.1,0.4,0.400000000000006,0.290212717738229,7.05732813709532,0.0238724683124518,97615.2941176471,"Group1",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",567992.1,NA,NA,NA,1,470,324,0.00293696767460898,0.00202463303526236,104,83,27.3957039494198,83,-109,0.293696767460898,0.29587847578518
2009,"Kingston",359,114.4,1154.76449592075,"Ontario",216,734,57,170,165,1548,1298,250,161564,68500,589.666666666667,758.666666666667,1083.25,896,64.5,69.15,831.895833333333,6.72370723266248,-0.00305061248783201,-15100,84.4,79.2,61.8,17.4,5.2,45.4,6.2,65,61,1.2,717,493,518,0.00290212717738229,0.00291377501358919,0.00224334339400984,0,0.3,-1,0.224334339400984,7.05165170252982,-0.00567643456550027,79983.8235294118,"Group1",1060.69803085428,6315.64864864865,6902.13513513513,6602,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",557436.6,NA,NA,NA,1,631,461,0.0039055730236934,0.00285335842143052,161,-102,-6.57358471027987,-102,155,0.39055730236934,0.394303532484737
2010,"Kingston",436,116.5,1205.76680972818,"Ontario",245,775,-9,186,97,1536,1390,146,163013,63900,612,785.333333333333,1184.5,956.5,62.18,54.46,884.583333333333,6.78511672434936,0.0614094916868746,-4600,81.7,76.5,58.6,17.9,5.2,49.3,6.4,62.4,58.4,1.1,653,248,895,0.00224334339400984,0.00226000793206127,0.00269862097992127,-0.0999999999999999,0.2,-2.6,0.269862097992127,7.09487100015664,0.0432192976268171,74612.6470588235,"Group1",1065.58649808607,6957.18918918919,6834.97297297297,7081,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",587627.9,NA,NA,NA,1,488,302,0.00299362627520505,0.00185261298178673,-143,77,51.00231380743,77,-68,0.299362627520505,0.30204748582605
2011,"Kingston",381,119.9,1199.08458437587,"Ontario",303,700,-52,8,87,1573,1397,176,164287,72700,615.333333333333,804.333333333333,1214.25,987.5,59.29,48.44,905.354166666667,6.80832621152774,0.023209487178387,8800,84.8,79.2,62,17.2,5.6,47.3,6.6,64.2,60,1,959,604,608,0.00269862097992127,0.00272450618325429,0.00233723690748591,-0.1,0.199999999999999,1.8,0.233723690748591,7.08931369830731,-0.00555730184932646,84887.9411764706,"Group1",1063.9539744081,6691,6083.97297297297,7495,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",616138.5,NA,NA,NA,1,566,558,0.00344519042894447,0.00339649515786398,78,-55,-6.68222535231007,-55,-10,0.344519042894447,0.347211572083208
2012,"Kingston",348,121.7,1213.97076143522,"Ontario",143,1129,135,-1357,-23,1552,1378,174,164353,67200,659,849.666666666667,1195.75,1017,58.29,53.51,930.354166666667,6.83556533802486,0.0272391264971219,-5500,85.5,79.6,62.6,17,5.9,46.9,6.9,64.6,60.1,1.3,896,697,802,0.00233723690748591,0.00235819860860093,0.00211824429200119,0.3,0.300000000000001,0.399999999999991,0.211824429200119,7.10165188684442,0.0123381885371092,78465.8823529412,"Group1",1075.36299014709,6636.13513513513,6686.89189189189,7497,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",634945.2,NA,NA,NA,1,294,1651,0.00178883257378934,0.0100454509500891,-272,-33,14.8861770593501,-33,-110,0.178883257378934,0.17895512122079
2013,"Kingston",332,122.8,1268.15852334419,"Ontario",255,700,-33,-1344,-190,1475,1442,33,163807,72600,677,864.666666666667,1366,1015,55.15,49.02,980.666666666667,6.88823261249327,0.0526672744684085,5400,86.3,81,62,19,5.3,46,6.1,65.2,61.2,2.2,856,742,810,0.00211824429200119,0.00213479906510524,0.00202004222618388,0.9,-0.800000000000001,0.600000000000009,0.202004222618388,7.14532114559327,0.0436692587488476,84771.1764705882,"Group1",1096.15518898377,6779.78378378378,6619.08108108108,7895,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",649490.1,NA,NA,NA,1,98,1442,0.000598265031408914,0.00880304260501688,-196,-16,54.1877619089698,-16,-167,0.0598265031408914,0.0596277524596448
2014,"Kingston",366,125.2,1253.41440362087,"Ontario",274,1089,98,-1325,12,1550,1388,162,164019,70500,666.333333333333,896.666666666667,1318.5,1071.33333333333,56.3,45.55,988.208333333333,6.89589353921695,0.00766092672367513,-2100,84.7,78.8,61.4,17.4,5.9,47.8,7,63.9,59.5,1.9,672,599,810,0.00202004222618388,0.00202085374984022,0.00223433674995574,-0.3,0.9,-1.3,0.223433674995574,7.13362662936399,-0.0116945162292801,82319.1176470588,"Group1",1101.97838053709,6760.13513513513,6224.48648648649,8037,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",676838.4,NA,NA,NA,1,448,1773,0.00273139087544736,0.0108097232637682,350,34,-14.74411972332,34,202,0.273139087544736,0.273492585786932
2015,"Kingston",358,126.6,1275.11947077409,"Ontario",292,1019,148,-1331,289,1532,1486,46,164334,84000,681,920,1367.25,1098,57.65,55.61,1016.5625,6.92418211666767,0.0282885774507218,13500,85.6,80.1,60.9,19.1,5.5,47.2,6.4,64.5,60.3,2.9,655,592,644,0.00223433674995574,0.00222691402043163,0.00218267395850481,1,-0.6,0.600000000000001,0.218267395850481,7.15079515577063,0.0171685264066443,98082.3529411765,"Group1",1118.3942242005,6037.02702702703,4321.54054054054,8470,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",706836.6,NA,NA,NA,1,627,1958,0.00381540034320348,0.0119147589664951,179,-8,21.7050671532199,-8,277,0.381540034320348,0.382272785469976
2016,"Kingston",421,128.4,1365.76966510903,"Ontario",348,1277,925,-1092,1003,1523,1389,134,166004,79400,695.666666666667,948.333333333333,1650.25,1123,56.46,41.27,1104.3125,7.00697824837687,0.0827961317091983,-4600,85.6,80.6,63.3,17.2,5,48.6,5.8,63.8,60.1,2.6,412,377,629,0.00218267395850481,0.00218549878820807,0.00256185573283678,-0.3,-0.600000000000001,-0.700000000000003,0.256185573283678,7.21947340593404,0.0686782501634129,92711.1764705882,"Group1",1136.01222425697,8065.32432432432,7489.83783783784,8707,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",733760.7,NA,NA,NA,1,1485,2577,0.0089455675766849,0.0155237223199441,858,63,90.6501943349401,63,714,0.89455675766849,0.903647449706086
2017,"Kingston",355,130.4,1345.02524284254,"Ontario",479,1553,1378,NA,1424,1483,1456,27,169487,82500,730,984.666666666667,1600,1103.25,62.28,62.9,1104.47916666667,7.00712916045201,0.0001509120751395,3100,89.7,84.8,66.7,18.1,4.9,46.4,5.5,65.9,62.3,0.8,692,645,433,0.00256185573283678,0.00256677580036459,0.00213850268668225,-1.8,-0.3,2.10000000000001,0.213850268668225,7.20416805977249,-0.0153053461615498,96330.8823529412,"Group1",1151.14407332947,6814.2972972973,8378.78378378378,8927,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",764464.8,NA,NA,NA,1,1930,NA,0.0113873040410179,NA,445,-66,-20.7444222664901,-66,421,1.13873040410179,1.16262258740753
2018,"Kingston",500,133.4,1405.57046476762,"Ontario",414,1311,1323,NA,1562,1448,1520,-72,172702,80500,745.666666666667,1015.33333333333,1798.25,1163.75,70.32,72.85,1180.75,7.07390510877623,0.0667759483242181,-2000,88.2,83.2,64.3,18.9,5,49.7,5.7,64,60.3,0.5,910,912,641,0.00213850268668225,0.00216023464407852,0.00295007876710308,-0.3,0.2,-1.90000000000001,0.295007876710308,7.24819852410774,0.0440304643352452,93995.5882352941,"Group1",1173.55346482164,7718.32432432432,10873.3243243243,9499,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",800375.6,NA,NA,NA,1,1904,NA,0.0110247709928084,NA,-26,145,60.5452219250801,145,138,1.10247709928084,1.12338999451285
2019,"Kingston",446,136,1436.10857843138,"Ontario",282,1007,693,NA,850,1467,1585,-118,174723,75500,820,1107.33333333333,1697,1295.33333333333,68.2,67.76,1229.91666666667,7.11470169539378,0.0407965866175495,-5000,88.8,83.9,65.8,18.2,4.9,50.9,5.5,63.5,60,1.6,1256,1215,941,0.00295007876710308,0.00301197561504542,0.00258248312121458,1.1,-0.2,-0.5,0.258248312121458,7.26969235847076,0.0214938343630227,88157.3529411765,"Group1",1209.29839692634,8011.75675675676,11422.7837837838,9409,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",833628.8,NA,NA,NA,1,1014,NA,0.00580347178104772,NA,-890,-54,30.53811366376,-54,-712,0.580347178104772,0.587138539217843
2006,"Kitchener - Cambridge - Waterloo",3064,109.1,1156.27917812405,"Ontario",-697,1399,2239,1311,4175,5745,2860,2885,488325,75200,564.333333333333,694.75,1102.25,816.25,79.69,72.43,794.395833333333,6.67758186766853,0.0399416464310196,NA,280.5,265.2,217.3,47.9,15.3,111.5,5.5,71.6,67.7,3.3,2599,1415,3176,0.00707585700615928,0.00721157484792983,0.00639329621994274,0,NA,NA,0.639329621994274,7.05296252364254,0.0205055880539007,87807.0588235294,"Group2",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",536925.4,NA,NA,NA,1,6363,5052,0.0130302564890186,0.0103455690370143,1742,-271,23.4687419869801,-271,1838,1.30302564890186,1.32769398980077
2007,"Kitchener - Cambridge - Waterloo",3249,111.5,1093.02585949178,"Ontario",-1029,839,268,-918,2503,5716,2950,2766,492486,76900,550.333333333333,724.5,970.25,824.75,71.47,67.09,767.458333333333,6.64308418917116,-0.0344976784973765,NA,279.2,263,209.7,53.3,16.3,117.8,5.8,70.3,66.2,2.7,2740,1433,2718,0.00639329621994274,0.00650087732140091,0.00665335585931501,-0.6,0.3,-1.3,0.665335585931501,6.99670514708402,-0.0562573765585244,89792.0588235294,"Group2",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",560149.5,NA,NA,NA,1,4240,5158,0.0086093817895331,0.0104733941675499,-2123,185,-63.2533186322701,185,-1672,0.86093817895331,0.868274202631444
2008,"Kitchener - Cambridge - Waterloo",3359,114.1,1086.03797838154,"Ontario",-700,961,160,-875,2744,5863,2971,2892,497508,73800,564.333333333333,718.75,1001.25,837,69.24,61.18,780.333333333333,6.6597211788228,0.0166369896516443,NA,283.8,266.6,214.4,52.2,17.2,117.9,6.1,70.6,66.4,1.8,2634,1857,2210,0.00665335585931501,0.006779314431656,0.00682049845071738,-0.9,0.3,0.299999999999997,0.682049845071738,6.99029147076781,-0.00641367631621304,86172.3529411765,"Group2",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",567992.1,NA,NA,NA,1,4936,5811,0.00992144849932061,0.0116802141875106,696,110,-6.9878811102401,110,241,0.992144849932061,1.00226199323433
2009,"Kitchener - Cambridge - Waterloo",2717,114.4,1093.60081585082,"Ontario",-842,367,672,-807,2666,5832,3093,2739,501631,75200,591.333333333333,731,980.5,848.5,74.6,65.91,787.833333333333,6.66928656156518,0.00956538274238028,NA,288.8,261,201.1,59.9,27.8,117.2,9.6,71.1,64.3,3.3,2298,1297,2854,0.00682049845071738,0.00687861567603543,0.00546121871407093,1.5,3.5,0.5,0.546121871407093,6.99723103143252,0.00693956066471291,87807.0588235294,"Group2",1060.69803085428,6315.64864864865,6902.13513513513,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",557436.6,NA,NA,NA,1,4563,5370,0.0090963277787856,0.0107050800289456,-373,-642,7.56283746928011,-642,-78,0.90963277787856,0.917171181166936
2010,"Kitchener - Cambridge - Waterloo",3140,116.5,1094.02181688126,"Ontario",-372,861,336,-679,2681,5824,3039,2785,506907,71900,590.666666666667,743.25,1005.75,870.75,68.76,70.23,802.604166666667,6.68786164928043,0.0185750877152442,NA,293.4,269.6,214.8,54.8,23.7,117.7,8.1,71.4,65.6,2.6,2815,1682,2440,0.00546121871407093,0.0055169080948494,0.00625958124597563,-0.7,-1.5,0.300000000000011,0.625958124597563,6.99761592508771,0.00038489365518668,83953.8235294118,"Group2",1065.58649808607,6957.18918918919,6834.97297297297,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",587627.9,NA,NA,NA,1,5094,5773,0.0100491806189301,0.0113886768184302,531,423,0.421001030440038,423,15,1.00491806189301,1.01548747984076
2011,"Kitchener - Cambridge - Waterloo",2661,119.9,1086.94891576314,"Ontario",-123,1172,378,-427,2275,5868,3125,2743,512547,76100,610.25,764.5,1016.75,891.25,64.09,71.55,820.6875,6.71014240361922,0.0222807543387979,NA,301.1,280.6,226.5,54.1,20.5,115.1,6.8,72.3,67.4,1.7,2954,2110,2535,0.00625958124597563,0.00631145629819018,0.00524948363309246,-0.9,-1.3,0.899999999999991,0.524948363309246,6.99112989039879,-0.00648603468891462,88857.9411764706,"Group2",1063.9539744081,6691,6083.97297297297,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",616138.5,NA,NA,NA,1,4895,5322,0.00955034367579949,0.0103834380066609,-199,-479,-7.07290111812017,-479,-406,0.955034367579949,0.965660367680857
2012,"Kitchener - Cambridge - Waterloo",2843,121.7,1095.41988496302,"Ontario",-607,1217,564,-224,1776,5768,3118,2650,517359,76100,640.75,777,1038,902.25,59.48,62.09,839.5,6.7328064765176,0.0226640728983716,NA,300.3,280.7,224,56.7,19.6,120.4,6.5,71.4,66.7,2.6,2900,2697,2315,0.00524948363309246,0.00530469608138253,0.00554680839025494,0.9,-0.3,-0.899999999999991,0.554680839025494,6.99889302533715,0.00776313493835801,88857.9411764706,"Group2",1075.36299014709,6636.13513513513,6686.89189189189,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",634945.2,NA,NA,NA,1,3819,4043,0.00738172139655442,0.00781468960625021,-1076,182,8.47096919988007,182,-499,0.738172139655442,0.745102400365235
2013,"Kitchener - Cambridge - Waterloo",2865,122.8,1139.32749728556,"Ontario",-628,338,838,-195,2170,5750,3300,2450,521494,90200,661.666666666667,815,1098.25,949.25,57.56,57.84,881.041666666667,6.78110491955864,0.0482984430410482,NA,308.5,287.2,230.3,56.9,21.3,116.3,6.9,72.6,67.6,2.8,1840,2483,2054,0.00554680839025494,0.00560852385151517,0.00553774071776078,0.2,0.4,1.19999999999999,0.553774071776078,7.03819345265864,0.0393004273214883,105321.764705882,"Group2",1096.15518898377,6779.78378378378,6619.08108108108,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",649490.1,NA,NA,NA,1,3992,4187,0.00765492987455273,0.00802885555730267,173,22,43.90761232254,22,394,0.765492987455273,0.771611202279268
2014,"Kitchener - Cambridge - Waterloo",2677,125.2,1130.6202742279,"Ontario",-685,773,430,-164,1418,5903,3440,2463,525299,78800,669.333333333333,828,1094.5,973.75,55.81,51.56,891.395833333333,6.79278858620641,0.0116836666477713,NA,309.9,290.1,233.1,57,19.8,118.8,6.4,72.3,67.7,2.2,4450,4722,2208,0.00553774071776078,0.00558973128317988,0.0051333284754954,-0.6,-0.5,-0.299999999999997,0.51333284754954,7.03052167635345,-0.00767177630518567,92010.5882352941,"Group2",1101.97838053709,6760.13513513513,6224.48648648649,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",676838.4,NA,NA,NA,1,3196,3360,0.0060841539770683,0.00639635712232462,-796,-188,-8.70722305766003,-188,-752,0.60841539770683,0.612854606189141
2015,"Kitchener - Cambridge - Waterloo",2243,126.6,1159.04035018431,"Ontario",-513,1571,991,-125,1612,5766,3440,2326,530170,90100,706.333333333333,851.5,1144.75,993.5,60.59,55.46,924.020833333333,6.82873461828505,0.0359460320786384,NA,308.4,290.7,231.2,59.5,17.6,125.1,5.7,71.1,67.1,2.5,3212,4631,3301,0.0051333284754954,0.00517435668462325,0.00426994911469468,0.3,-0.7,-1.2,0.426994911469468,7.05534765738801,0.024825981034561,105205,"Group2",1118.3942242005,6037.02702702703,4321.54054054054,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",706836.6,NA,NA,NA,1,3425,3550,0.00646019201388234,0.00669596544504593,229,-434,28.4200759564101,-434,194,0.646019201388234,0.652009617379816
2016,"Kitchener - Cambridge - Waterloo",3818,128.4,1233.79705347871,"Ontario",375,3014,3911,92,6214,5751,3582,2169,542034,86100,711.666666666667,866.75,1377.5,1034.5,60.78,59.66,997.604166666667,6.90535657104783,0.0766219527627756,NA,310.3,293.1,241.4,51.7,17.2,132.2,5.5,70.1,66.2,2.1,4074,3846,4605,0.00426994911469468,0.00430110413542629,0.00720146368146066,-0.4,-0.2,-1,0.720146368146066,7.117851728605,0.0625040712169911,100534.411764706,"Group1",1136.01222425697,8065.32432432432,7489.83783783784,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",733760.7,NA,NA,NA,1,8758,8666,0.0161576580066933,0.0159879269566116,5333,1575,74.7567032944,1575,4602,1.61576580066933,1.65192296810457
2017,"Kitchener - Cambridge - Waterloo",2970,130.4,1213.32617586912,"Ontario",428,3083,3770,NA,5649,5916,3584,2332,553526,89600,737.333333333333,911.75,1264.75,1071.5,69.5,73.15,996.333333333333,6.90408187361583,-0.00127469743200059,NA,319.7,304.1,252.4,51.7,15.6,133.7,4.9,70.5,67.1,1.9,3850,4014,3531,0.00720146368146066,0.00726824151578434,0.00547936107329061,-0.2,-0.6,0.400000000000006,0.547936107329061,7.10112077293631,-0.0167309556686934,104621.176470588,"Group2",1151.14407332947,6814.2972972973,8378.78378378378,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",764464.8,NA,NA,NA,1,8409,NA,0.0151916983122744,NA,-349,-848,-20.4708776095899,-848,-565,1.51916983122744,1.55137869580137
2018,"Kitchener - Cambridge - Waterloo",4210,133.4,1262.47388805598,"Ontario",662,2494,5577,NA,9060,6013,3902,2111,567853,89900,797.666666666667,1012,1254,1178.5,74.18,80.16,1060.54166666667,6.96653506287617,0.0624531892603413,NA,328.9,312.4,256.4,56,16.5,137.6,5,70.5,67,2.9,3103,3202,3882,0.00547936107329061,0.00560197672444688,0.00760578545542576,1,0.0999999999999996,0,0.760578545542576,7.14082847820768,0.0397077052713737,104971.470588235,"Group2",1173.55346482164,7718.32432432432,10873.3243243243,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",800375.6,NA,NA,NA,1,11833,NA,0.0208381394480614,NA,3424,1240,49.14771218686,1240,3411,2.08381394480614,2.13774962693713
2019,"Kitchener - Cambridge - Waterloo",4407,136,1248.21470588235,"Ontario",411,1019,6529,NA,10204,6053,3933,2120,581607,83700,774,1014.5,1290.75,1196.75,73.66,88.04,1069,6.97447891102505,0.00794384814887561,NA,342.9,324.4,259,65.5,18.5,138.1,5.4,71.3,67.4,2.1,5477,6105,2603,0.00760578545542576,0.00776704044395739,0.0077608113367368,-0.8,0.4,0.799999999999997,0.77608113367368,7.12946957410203,-0.0113589041056557,97732.0588235294,"Group2",1209.29839692634,8011.75675675676,11422.7837837838,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",833628.8,NA,NA,NA,1,12735,NA,0.0218962288968324,NA,902,197,-14.2591821736301,197,1144,2.18962288968324,2.24265787096308
2006,"London",2877,109.1,1038.74388939811,"Ontario",-707,1069,-337,1123,1358,4784,3304,1480,475886,77300,490.333333333333,631,928.25,805,102.1,82.1,713.645833333333,6.57038680752911,0.0159490198049665,NA,268.9,252,201.5,50.5,16.8,119,6.2,69.3,65,3.6,3674,2461,2787,0.00588159808366841,0.00594309326118058,0.00610098756687866,-0.7,NA,NA,0.610098756687866,6.94576746350312,-0.00348703857215327,90259.1176470588,"Group2",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",536925.4,NA,NA,NA,1,2131,1008,0.00447796320967627,0.00211815434789004,-133,127,-3.62846262681001,127,-290,0.447796320967627,0.451901442649232
2007,"London",2834,111.5,1047.68834080718,"Ontario",-829,1786,-120,-1614,1904,4999,3575,1424,478557,81900,504,654,950.75,833.75,89.19,68.59,735.625,6.60072047801454,0.0303336704854322,4600,269.2,253.1,202.9,50.2,16.1,122.3,6,68.7,64.6,3.3,3141,2416,3189,0.00610098756687866,0.00615322097698691,0.00595520775984164,-0.3,-0.2,-0.599999999999994,0.595520775984164,6.9543414359274,0.00857397242428437,95630.2941176471,"Group2",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",560149.5,NA,NA,NA,1,2499,4113,0.00522194848262589,0.00859458747860756,368,-43,8.9444514090701,-43,546,0.522194848262589,0.525125765414406
2008,"London",2599,114.1,1041.70457201285,"Ontario",-780,1244,877,-1560,2713,5262,3466,1796,481970,73000,527.333333333333,673.333333333333,946,847.25,84.89,65.35,748.479166666667,6.61804337002766,0.0173228920131177,-8900,266.9,247.5,200.7,46.8,19.4,128.2,7.3,67.6,62.6,3.8,2385,1659,3140,0.00595520775984164,0.00600980144752663,0.0054309100065405,0.5,1.3,-1.10000000000001,0.54309100065405,6.94861366197266,-0.00572777395473878,85238.2352941177,"Group2",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",567992.1,NA,NA,NA,1,3729,5289,0.0077369960785941,0.010973712056767,1230,-235,-5.98376879433022,-235,809,0.77369960785941,0.779217522677549
2009,"London",2227,114.4,1090.79567307692,"Ontario",-1045,623,1020,-1503,2259,5262,3658,1604,483908,71400,535.333333333333,710.666666666667,1007.25,890,88.43,70.42,785.8125,6.6667182143534,0.0486748443257419,-1600,266.4,239.8,185.7,54.1,26.6,131.5,10,67,60.3,5.1,2168,2317,1510,0.0054309100065405,0.00546139201405379,0.00462061954063531,1.3,2.7,-0.599999999999994,0.462061954063531,6.99466268422074,0.0460490222480736,83370,"Group2",1060.69803085428,6315.64864864865,6902.13513513513,20357,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",557436.6,NA,NA,NA,1,2818,4321,0.0058234209808476,0.00892938327120031,-911,-372,49.09110106407,-372,-454,0.58234209808476,0.584683694005851
2010,"London",2788,116.5,1064.23261802575,"Ontario",-458,717,198,-1416,2262,5159,3617,1542,486555,63500,550,703,999.25,870.75,83.62,75.26,780.75,6.66025499616319,-0.00646321819021267,-7900,262.8,240.6,186.9,53.7,22.3,137.9,8.5,65.6,60,4.9,2079,1664,2707,0.00462061954063531,0.00465357313757818,0.00576142572555114,-0.199999999999999,-1.5,-1.40000000000001,0.576142572555114,6.97000927197047,-0.0246534122502693,74145.5882352941,"Group2",1065.58649808607,6957.18918918919,6834.97297297297,20468,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",587627.9,NA,NA,NA,1,3346,4762,0.0068769203892674,0.00978717719476729,528,561,-26.5630550511698,561,3,0.68769203892674,0.691453747406532
2011,"London",2554,119.9,1038.82770364192,"Ontario",-409,660,39,-1305,2044,5151,3610,1541,489086,57800,536.666666666667,713,1006.75,881,79.92,71.66,784.354166666667,6.66486066154245,0.00460566537925988,-5700,261,236.9,184.7,52.2,24.1,142.4,9.2,64.7,58.7,3.5,1748,1320,2102,0.00576142572555114,0.00578459240201672,0.00524914963364882,-1.4,0.699999999999999,-0.899999999999991,0.524914963364882,6.94584814832201,-0.0241611236484536,67490,"Group2",1063.9539744081,6691,6083.97297297297,20799,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",616138.5,NA,NA,NA,1,3176,4481,0.00649374547625571,0.00916198787125373,-170,-234,-25.4049143838301,-234,-218,0.649374547625571,0.652752515131897
2012,"London",2321,121.7,1061.62975897015,"Ontario",-678,1374,440,-1115,1916,4976,3691,1285,491868,58200,579.333333333333,750.333333333333,1013.75,911,75.66,65.06,813.604166666667,6.70147396599295,0.036613304450503,400,264.3,241.4,189.4,52.1,22.8,141.9,8.6,65.1,59.4,3.8,2240,1896,1667,0.00524914963364882,0.00527786273423874,0.00474558666573977,0.3,-0.6,0.399999999999991,0.474558666573977,6.96756051481251,0.0217123664904904,67957.0588235294,"Group2",1075.36299014709,6636.13513513513,6686.89189189189,21757,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",634945.2,NA,NA,NA,1,2523,3638,0.00512942496767425,0.00739629331446648,-653,-233,22.8020553282302,-233,-128,0.512942496767425,0.515860196366283
