REF_DATE,City,Immigrants,CPI_current,Adj_rent,Province,Net interprovincial migration,Net intraprovincial migration,Net non-permanent residents,Residual deviation,Net_International_Migration,Births,Deaths,Natural Growth,Population_Estimate,M_Income,Bachelor_Unit,One bedroom units,Three bedroom units,Two bedroom units,Crime severity index,Violent crime severity index,Average_Rent,Average_Rent_log,YoY_diff,Change_in_M_income,Labour force,Employment,Full-time employment,Part-time employment,Unemployment,Not in labour force,Unemployment rate,Participation rate,Employment rate,Vacancy_Rate,Housing starts,Housing under construction,Housing completions,Percentage,Percentage3,Imm_pop,Change_Vacancy,Change_UnEm,Change_Participation,Log_Adj_Rent,Chng_Log_AdjR
2007,Vancouver,32245,111.5,1215.893871,British Columbia,4042,-5934,6099,-7158,28178,22530,13453,9077,2216948,73100,735.6666667,848,1278.5,1125.25,131.82,131.67,996.8541667,6.904604487,0.041432608,-1000,1234.1,1183.3,954.4,228.9,50.8,606,4.1,67.1,64.3,0.7,20736,25104,17816,0.017732536,0.017945474,0.0147322,0,-0.5,0.3,7.103234782,0.01967291
2008,Vancouver,36617,114.1,1251.608238,British Columbia,3898,-5610,9588,-7096,36307,23039,13814,9225,2253672,78300,821.5,851.5,1353.75,1173.5,120.13,126.45,1050.0625,6.956604965,0.052000478,5200,1251.3,1196.4,964.7,231.7,54.9,622.4,4.4,66.8,63.9,0.5,19591,25538,19150,0.0147322,0.014930688,0.016516851,-0.2,0.3,-0.3,7.132184594,0.028949812
2009,Vancouver,35977,114.4,1292.832168,British Columbia,4602,-1953,14708,-7002,41953,23688,13491,10197,2301469,74900,834.5,923.75,1377.25,1214.5,111.59,122.05,1087.5,6.991636763,0.035031798,-3400,1288.6,1195.3,950.4,244.9,93.3,628.9,7.2,67.2,62.3,2.1,8339,17124,16788,0.016516851,0.016729694,0.015963725,1.6,2.8,0.4,7.16459057,0.032405976
2010,Vancouver,36850,116.5,1300.171674,British Columbia,3597,-1821,10469,-6873,38432,23586,13543,10043,2344847,71900,853,939.5,1415.25,1247.25,103.23,110.51,1113.75,7.015487979,0.023851216,-3000,1303.2,1203.2,951.1,252,100.1,655.2,7.7,66.5,61.4,1.9,15217,15889,16474,0.015963725,0.016228166,0.016011513,-0.2,0.5,-0.7,7.170251592,0.005661022
2011,Vancouver,32857,119.9,1307.185154,British Columbia,1077,-2064,1620,-4237,25360,23223,13564,9659,2374642,73600,905.25,966.5,1452.75,1285.25,95.79,97.55,1152.4375,7.049634543,0.034146565,1700,1331.4,1231.7,971.1,260.7,99.6,659.2,7.5,66.9,61.9,1.4,17867,20649,12919,0.016011513,0.016351093,0.014012428,-0.5,-0.2,0.4,7.175631367,0.005379776
2012,Vancouver,29630,121.7,1306.290058,British Columbia,-2475,-3148,9254,10559,29831,23339,13810,9529,2418938,74700,933,958.75,1473.25,1310.75,94.44,94.34,1168.9375,7.063850496,0.014215952,1100,1356.6,1264.2,1005.2,258.9,92.4,675,6.8,66.8,62.2,1.8,19027,22908,16958,0.014012428,0.014276534,0.01247767,0.4,-0.7,-0.1,7.174946381,-0.000684986
2013,Vancouver,29822,122.8,1320.061075,British Columbia,-2510,-3455,5490,10504,25955,23969,13975,9994,2459426,78200,938.75,990.25,1511.5,1327.25,89.12,81.87,1191.9375,7.083335413,0.019484918,3500,1367.8,1277.3,1022.1,255.2,90.5,704.2,6.6,66,61.6,1.7,18696,23205,18392,0.01247767,0.012636219,0.012328551,-0.1,-0.2,-0.8,7.185433283,0.010486902
2014,Vancouver,30466,125.2,1326.257987,British Columbia,1501,-4388,9992,10408,31076,23681,14290,9391,2507414,79100,972.5,1018.5,1535.5,1357.25,94.27,77.57,1220.9375,7.107374285,0.024038872,900,1390.5,1308,1033.5,274.5,82.6,725.7,5.9,65.7,61.8,1,19212,24701,17731,0.012328551,0.012558525,0.012387443,-0.7,-0.7,-0.3,7.190116712,0.004683429
2015,Vancouver,25159,126.6,1371.279621,British Columbia,6294,-5587,559,10297,16886,24134,14954,9180,2544484,81500,1010.5,1059.5,1607.5,1428.5,94.33,83.83,1276.5,7.151877237,0.044502951,2400,1414.8,1332.7,1073.6,259.1,82.1,736.4,5.8,65.8,62,0.8,20863,28159,17346,0.012387443,0.012594783,0.010033844,-0.2,-0.1,0.1,7.223499613,0.0333829
2016,Vancouver,34750,128.4,1434.606698,British Columbia,9095,-9928,-5223,8528,21107,24077,15161,8916,2582202,82500,1092,1152.75,1653,1520,92.83,71.08,1354.4375,7.211141518,0.059264281,1000,1472.7,1392.2,1111.6,280.6,80.5,709.1,5.5,67.5,63.8,0.7,27914,37482,18148,0.010033844,0.010229623,0.013656993,-0.1,-0.3,1.7,7.268646012,0.0451464
2017,Vancouver,28023,130.4,1495.452454,British Columbia,5718,-13099,13544,NA,33803,24544,16264,8280,2616904,84400,1155.5,1215.25,1768.75,1596,86.77,69.59,1433.875,7.268135849,0.056994331,1900,1505.7,1435.2,1146.4,288.8,70.5,708.1,4.7,68,64.8,0.9,26204,42211,21806,0.013656993,0.0138589,0.010852366,0.2,-0.8,0.5,7.310184085,0.041538072
2018,Vancouver,33295,133.4,1544.973763,British Columbia,3771,-14437,18902,NA,44656,23993,16305,7688,2658582,81100,1230.75,1290.25,1863.75,1677,85.65,69.18,1515.4375,7.323459455,0.055323607,-3300,1531.8,1468.7,1176.8,291.9,63.1,722.2,4.1,68,65.2,1,23404,40579,24555,0.010852366,0.011013235,0.01272305,0.1,-0.6,0,7.342762207,0.032578123
2019,Vancouver,34562,136,1605.5625,British Columbia,3363,-11847,23303,NA,51531,23780,16132,7648,2709277,90600,1256.75,1373.75,2009,1782.75,95.43,80.79,1605.5625,7.381229441,0.057769986,9500,1586,1512.5,1197.9,314.7,73.4,711.5,4.6,69,65.8,1.1,28141,46065,22603,0.01272305,0.012894034,0.013000163,0.1,0.5,1,7.381229441,0.038467234
2020,Vancouver,36449,137,1666.806569,British Columbia,5013,-11148,1111,NA,33287,23874,16538,7336,2743765,NA,1331.25,1401,2111.5,1872.5,88.74,77.5,1679.0625,7.425990881,0.044761439,NA,1532.7,1388.2,1104.5,283.7,144.4,797.7,9.4,65.8,59.6,2.6,22371,44372,24039,0.013000163,0.01320721,0.013453405,1.5,4.8,-3.2,7.418664841,0.037435399
2021,Vancouver,27998,141.6,1649.816384,British Columbia,9051,-13067,-4083,NA,20063,23158,18039,5119,2764932,NA,1348.25,1420.25,2220,1882.5,87.09,80,1717.75,7.448770574,0.022779693,NA,1618.6,1506.3,1187,319.3,112.4,734.3,6.9,68.8,64,1.2,26013,45042,25229,0.013453405,0.01370994,0.010204227,-1.4,-2.5,3,7.408419278,-0.010245562
2022,Vancouver,65975,151.2,1693.872354,British Columbia,4171,-14327,24975,NA,84012,23124,19182,3942,2842730,NA,1420.25,1572.5,2438,2102,92.38,85.29,1883.1875,7.540721099,0.091950525,NA,1622.2,1545.8,1238.1,307.7,76.4,768.9,4.7,67.8,64.6,0.9,25983,49221,21440,0.010204227,0.010334122,0.023861346,-0.3,-2.2,-1,7.434772521,0.026353242
2002,Victoria,830,100,951.8583333,British Columbia,700,821,524,622,515,2580,3109,-529,327861,NA,502.3333333,593.75,932.75,770.75,113.46,91.87,699.8958333,6.550931514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1344,907,1299,NA,NA,NA,NA,NA,NA,6.858416214,NA
2003,Victoria,670,102.8,949.6076524,British Columbia,1322,337,418,672,153,2705,3018,-313,330032,NA,514.6666667,604,962.75,789.75,113.71,89.33,717.7916667,6.576179369,0.025247855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2008,1456,1449,NA,NA,0.002043549,-0.4,NA,NA,6.856048902,-0.002367312
2004,Victoria,925,104.7,949.396689,British Columbia,1834,-91,166,750,64,2678,3135,-457,332132,NA,516.3333333,616.25,986.25,804.75,116.24,83.87,730.8958333,6.594270951,0.018091582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2363,1951,1867,0.002043549,NA,0.002802759,-0.5,NA,NA,6.855826719,-0.000222183
2005,Victoria,1114,107,976.7056075,British Columbia,1993,18,363,852,751,2727,3233,-506,335240,NA,540,642.5,1050,841.25,108.14,74.15,768.4375,6.644359232,0.050088282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2058,2135,1873,0.002802759,0.002821318,0.003354088,-0.1,NA,NA,6.884185284,0.028358565
2006,Victoria,1170,109.1,1009.404216,British Columbia,1356,203,1934,726,2383,2807,3022,-215,339693,68400,561,665.5,1128.25,884.25,116.97,81.54,809.75,6.696725558,0.052366326,NA,181.4,174.4,136.8,37.6,7,97.6,3.9,65,62.5,0.5,2739,2819,2045,0.003354088,0.00337543,0.003490037,0,NA,NA,6.917115551,0.032930267
2007,Victoria,1231,111.5,1029.732436,British Columbia,2044,594,658,-1573,1624,2777,3107,-330,342052,64500,589.6666667,699,1170.5,917.75,107.87,80.66,844.2291667,6.738423982,0.041698424,-3900,188.1,181.7,142.3,39.3,6.4,94,3.4,66.7,64.4,0.5,2579,3258,2141,0.003490037,0.003522696,0.00362386,0,-0.5,1.7,6.937054277,0.019938726
2008,Victoria,1463,114.1,1077.039147,British Columbia,2589,1000,109,-1552,680,2925,3300,-375,344394,76900,625.6666667,743.25,1280.5,965,103.29,82.32,903.6041667,6.806391396,0.067967414,12400,195.8,188.7,146.5,42.2,7.1,89.1,3.6,68.7,66.2,0.5,1905,2935,2149,0.00362386,0.003671996,0.004277127,0,0.2,2,6.981971025,0.044916748
2009,Victoria,1420,114.4,1109.012238,British Columbia,2624,1726,506,-1518,1100,2944,3206,-262,348064,73400,646,768.75,1322.75,994,93.18,82.53,932.875,6.838271215,0.03187982,-3500,194.8,182.4,137.4,45,12.4,93.8,6.4,67.5,63.2,1.4,1034,1560,2463,0.004277127,0.00430683,0.004123184,0.9,2.8,-1.2,7.011225022,0.029253998
2010,Victoria,1629,116.5,1111.615165,British Columbia,2296,1300,85,-1490,1004,3022,3046,-24,351150,69400,664.6666667,787.5,1328.5,1028.25,87.26,85.51,952.2291667,6.858805727,0.020534512,-4000,191.5,180.1,135.3,44.8,11.3,99.9,5.9,65.7,61.8,1.5,2118,1887,1784,0.004123184,0.004151416,0.004680174,0.1,-0.5,-1.8,7.01356934,0.002344318
2011,Victoria,1305,119.9,1095.665833,British Columbia,1615,640,-623,-1093,-82,3016,3196,-180,352050,70300,676.3333333,800.25,1334.5,1052.75,72.89,72.99,965.9583333,6.8731207,0.014314973,900,189.7,178.1,136,42.1,11.5,103.5,6.1,64.7,60.8,2.1,1642,1880,1642,0.004680174,0.004730048,0.003716361,0.6,0.2,-1,6.999117524,-0.014451816
2012,Victoria,1486,121.7,1098.760614,British Columbia,1151,1482,2276,1249,2613,3062,3181,-119,358426,68600,695.6666667,810.5,1355,1071.75,70.28,64.67,983.2291667,6.890842223,0.017721523,-1700,195.7,184.9,142.3,42.6,10.8,102.7,5.5,65.6,61.9,2.8,1700,1810,1591,0.003716361,0.00374931,0.004220991,0.7,-0.6,0.9,7.001938109,0.002820585
2013,Victoria,1247,122.8,1101.354506,British Columbia,940,1425,2379,1250,2897,3039,3140,-101,364837,73100,706.3333333,816.75,1372.25,1082.5,57.81,53.32,994.4583333,6.9021982,0.011355977,4500,196.5,186.2,141.5,44.7,10.2,107.7,5.2,64.6,61.2,2.8,1685,2031,1465,0.004220991,0.00423181,0.0034791,0,-0.3,-1,7.00429607,0.002357962
2014,Victoria,1302,125.2,1108.43983,British Columbia,2200,1454,50,1277,518,3043,3095,-52,370234,66500,722.6666667,835.25,1412,1111.75,60.92,57.01,1020.416667,6.92796632,0.025768119,-6600,194.7,183.8,141.3,42.5,10.9,114.2,5.6,63,59.5,1.5,1315,1450,1813,0.0034791,0.00354211,0.003568717,-1.3,0.4,-1.6,7.010708747,0.006412676
2015,Victoria,1523,126.6,1126.28357,British Columbia,3095,1713,-979,1337,-97,3073,3319,-246,376036,67000,742,853.25,1462.75,1135.75,70.21,67.1,1048.4375,6.95505624,0.02708992,500,198.6,186.9,147.4,39.6,11.7,115.3,5.9,63.3,59.5,0.6,2008,1692,1765,0.003568717,0.003632549,0.004113615,-0.9,0.3,0.3,7.026678616,0.015969869
2016,Victoria,1791,128.4,1169.610592,British Columbia,3783,2606,-65,1323,1062,3152,3330,-178,384632,77200,785,890.75,1561.75,1179.5,62.09,55.9,1104.25,7.00692165,0.051865411,10200,206.9,196.1,152.1,44,10.8,113.6,5.2,64.6,61.2,0.5,2933,2834,1787,0.004113615,0.004174467,0.004762842,-0.1,-0.7,1.3,7.064426145,0.037747529
2017,Victoria,1706,130.4,1236.215491,British Columbia,2842,2161,862,NA,1658,3049,3677,-628,390665,80100,850,959.5,1654.5,1277.25,60.49,63.19,1185.3125,7.077761732,0.070840081,2900,212.9,204.5,156,48.6,8.4,112.7,3.9,65.4,62.8,0.7,3862,4176,2526,0.004762842,0.004837481,0.004435408,0.2,-1.3,0.8,7.119809968,0.055383823
2018,Victoria,1922,133.4,1299.085457,British Columbia,2750,2149,543,NA,1786,3004,3515,-511,396839,78400,927,1037,1752.75,1380.25,63.86,61.42,1274.25,7.150113049,0.072351317,-1700,217.8,209,162.2,46.7,8.9,113.3,4.1,65.8,63.1,1.1,4273,5776,2668,0.004435408,0.0045368,0.004919816,0.4,0.2,0.4,7.169415801,0.049605833
2019,Victoria,2057,136,1362.416667,British Columbia,2985,1912,1055,NA,2501,2885,3656,-771,403466,81700,965.6666667,1191.5,1796.25,1496.25,73.91,64.82,1362.416667,7.217015363,0.066902313,3300,216,208.4,161.5,46.9,7.6,121.3,3.5,64,61.8,1,3499,5650,3626,0.004919816,0.004996984,0.005183462,-0.1,-0.6,-1.8,7.217015363,0.047599561
2020,Victoria,1981,137,1360.372263,British Columbia,3736,1793,-262,NA,1239,2783,3619,-836,409398,NA,1016,1143.25,1842.75,1479.5,76.08,73.86,1370.375,7.222839704,0.005824341,NA,218.2,201.1,158.7,42.5,17.1,123.5,7.8,63.9,58.9,2.2,3209,4730,4044,0.005183462,0.005265381,0.004909955,1.2,4.3,-0.1,7.215513664,-0.001501699
