"REF_DATE","City","Immigrants","CPI_current","Adj_rent","Province","Net interprovincial migration","Net intraprovincial migration","Net non-permanent residents","Residual deviation","Net_International_Migration","Births","Deaths","Natural_Growth","Population_Estimate","M_Income","Bachelor_Unit","One bedroom units","Three bedroom units","Two bedroom units","Crime severity index","Violent crime severity index","Average_Rent","Average_Rent_log","YoY_diff","Change_in_M_income","Labour force","Employment","Full-time employment","Part-time employment","Unemployment","Not in labour force","Unemployment_rate","participation_rate","Employment_rate","Vacancy_Rate","Housing starts","Housing under construction","Housing_completions","Percentage","Percentage3","Imm_pop","Change_Vacancy","Change_UnEm","Change_Participation","Imm_pop100","Log_Adj_Rent","Chng_Log_AdjR","Adj_M_Income","Group","avg_rent","avg_immigrants","avg_Net_imm","GDP_cma","DGUID","Value","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","GDP_pro","STATUS","SYMBOL","TERMINATED","DECIMALS"
2003,"Ottawa Gatineau",6786,102.8,1239.98135538262,"Ontario/Quebec",1336,140,2036,1448,6886,12331,6934,5397,1159243,NA,609.333333333333,716.75,1011,873.75,89.93,85.8,802.708333333333,6.68799142671231,0.00988518893134671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,9182,5631,9051,NA,NA,0.00593163152208497,0.8,NA,NA,0.593163152208497,7.12285162250428,-0.0177299781016274,NA,NA,1009.59369340157,5273.48648648649,4959.81081081081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Ottawa Gatineau",6868,104.7,1214.2246895893,"Ontario/Quebec",731,-565,450,1444,3954,12964,7131,5833,1170640,NA,598,733.5,989.5,881.25,82.31,78.55,800.5625,6.68531460559135,-0.00267682112095713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,10470,5905,10187,0.00593163152208497,NA,0.00592455593865997,1.1,NA,NA,0.592455593865997,7.1018610365279,-0.0209905859763833,NA,"Group2",1006.86523271122,6263.10810810811,5147.37837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Ottawa Gatineau",6544,107,1189.88691588785,"Ontario/Quebec",374,174,28,1410,3274,12771,7154,5617,1181489,NA,601.75,728,1007.75,869.5,84.38,80.95,801.75,6.68679683857326,0.00148223298190953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,7105,4697,8290,0.00592455593865997,0.00600330758822275,0.00559010455819039,-0.2,NA,NA,0.559010455819039,7.08161355292439,-0.020247483603506,NA,"Group2",1001.016374786,6384.05405405405,5261.48648648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Ottawa Gatineau",7194,109.1,1174.59479071189,"Ontario/Quebec",260,2242,-4823,1511,-1089,12465,6899,5566,1189979,82800,612.666666666667,730,1007,878.25,82.48,83.09,806.979166666667,6.69329785215811,0.006501013584848,NA,689.4,652.3,530.4,121.9,37.1,271.5,5.4,71.7,67.9,2.6,8808,5286,8199,0.00559010455819039,0.00564506320072668,0.00608892676952557,-0.7,NA,NA,0.608892676952557,7.06867850813212,-0.0129350447922709,96681.1764705882,"Group2",1005.16881776368,6744.21621621622,5954.54054054054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Ottawa Gatineau",6943,111.5,1171.50605381166,"Ontario/Quebec",1366,2120,483,1181,5182,13022,7218,5804,1205632,86000,626,748.25,1018.75,897.25,76.74,73.46,822.5625,6.71242446759454,0.0191266154364298,3200,702.1,664.4,548.8,115.5,37.7,275.5,5.4,71.8,68,2.4,9294,6313,8310,0.00608892676952557,0.00614535638625026,0.00583455674427868,-0.2,0,0.0999999999999943,0.583455674427868,7.0660454255074,-0.00263308262471806,100417.647058824,"Group2",1023.41733931241,6241.45945945946,5756.45945945946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Ottawa Gatineau",7573,114.1,1188.53542214432,"Ontario/Quebec",2741,3543,496,1339,5890,13684,7342,6342,1225487,86700,648.666666666667,791.75,1053.25,922.25,69.96,73.95,853.979166666667,6.7499067984871,0.0374823308925611,700,723.7,686.9,560.2,126.7,36.8,272.3,5.1,72.7,69,1.5,10302,7060,9539,0.00583455674427868,0.00587648298037476,0.00628135285062109,-0.9,-0.300000000000001,0.900000000000006,0.628135285062109,7.08047709043211,0.0144316649247056,101235,"Group2",1042.78287380281,6483.18918918919,6409.37837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Ottawa Gatineau",7207,114.4,1227.14874708625,"Ontario/Quebec",2763,3828,883,1559,5776,14050,7347,6703,1246116,86500,665.666666666667,819.25,1094,957.25,68.41,76.99,884.041666666667,6.78450419576517,0.0345973972780671,-200,723.7,681.5,566.9,114.6,42.1,291.4,5.8,71.3,67.1,1.5,8930,6546,9440,0.00628135285062109,0.00636397785170999,0.0058809273374585,0,0.7,-1.40000000000001,0.58809273374585,7.11244866563251,0.0319715752003988,101001.470588235,"Group2",1060.69803085428,6315.64864864865,6902.13513513513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Ottawa Gatineau",8349,116.5,1234.73247496423,"Ontario/Quebec",3244,2695,1104,1821,7942,14180,7311,6869,1268687,85600,692.333333333333,851.25,1104.25,975.5,62.37,65.61,905.833333333333,6.80885533032725,0.0243511345620844,-900,748.3,698.4,576.6,121.7,50,286.6,6.7,72.3,67.5,1.7,9133,6165,9539,0.0058809273374585,0.00597777763032169,0.00670001829685198,0.2,0.9,1,0.670001829685198,7.11860960613453,0.00616094050202598,99950.5882352941,"Group2",1065.58649808607,6957.18918918919,6834.97297297297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Ottawa Gatineau",8308,119.9,1230.6227411732,"Ontario/Quebec",1721,2106,1156,1529,7891,14202,7748,6454,1288388,94600,703.666666666667,868.5,1140,1004.5,59.4,63.94,929.166666666667,6.83428812710026,0.0254327967730097,9000,746.5,699.5,574.9,124.6,46.9,305.4,6.3,71,66.5,1.5,8214,5910,8356,0.00670001829685198,0.00681280176778701,0.00654850250692251,-0.2,-0.4,-1.3,0.654850250692251,7.11527561387983,-0.00333399225470288,110459.411764706,"Group2",1063.9539744081,6691,6083.97297297297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Ottawa Gatineau",7953,121.7,1238.40947685566,"Ontario/Quebec",1279,3101,897,-2187,6046,14509,7574,6935,1303562,90800,730.333333333333,882.5,1161,1022.5,59.96,61.46,949.083333333333,6.85549660648635,0.0212084793860861,-3800,763.3,715.9,589.6,126.3,47.3,300.6,6.2,71.7,67.3,2.6,8785,6589,8122,0.00654850250692251,0.00666711606303105,0.00617282992390491,1.1,-0.0999999999999996,0.700000000000003,0.617282992390491,7.1215831553059,0.00630754142607248,106022.352941176,"Group2",1075.36299014709,6636.13513513513,6686.89189189189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Ottawa Gatineau",8084,122.8,1244.26201140065,"Ontario/Quebec",-151,1694,762,-2136,5934,14307,8050,6257,1315160,91500,740,894,1178,1036.75,51.16,58.62,962.1875,6.86920933811882,0.0137127316324692,700,747.4,699.6,570.7,128.9,47.8,325.9,6.4,69.6,65.2,3.3,8484,8118,7134,0.00617282992390491,0.00626868565690355,0.00620146951199866,0.7,0.2,-2.10000000000001,0.620146951199866,7.12629787121881,0.0047147159129084,106839.705882353,"Group2",1096.15518898377,6779.78378378378,6619.08108108108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Ottawa Gatineau",7355,125.2,1226.80504526092,"Ontario/Quebec",-390,2216,558,-2085,5151,14492,7932,6560,1326612,88700,752.666666666667,902.5,1174.5,1039.25,47.88,52.16,967.229166666667,6.87443545462203,0.00522611650321014,-2800,757.2,705.4,572.4,133,51.8,325.4,6.8,69.9,65.2,3.3,7665,6764,8999,0.00620146951199866,0.00627450736889819,0.00559247544025062,0,0.399999999999999,0.300000000000011,0.559247544025062,7.11216854476907,-0.0141293264497451,103570.294117647,"Group2",1101.97838053709,6760.13513513513,6224.48648648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Ottawa Gatineau",6037,126.6,1243.73472880463,"Ontario/Quebec",396,3131,581,-2014,3623,14100,8543,5557,1337305,91600,771.666666666667,929.25,1191.25,1074,48.52,54.74,991.541666666667,6.89926097094643,0.0248255163244009,2900,758.7,708,572,136,50.7,333.6,6.7,69.5,64.8,3.9,6556,5642,7678,0.00559247544025062,0.00564223259039463,0.00455069002843333,0.6,-0.0999999999999996,-0.400000000000006,0.455069002843333,7.12587401004939,0.0137054652803226,106956.470588235,"Group2",1118.3942242005,6037.02702702703,4321.54054054054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Ottawa Gatineau",9044,128.4,1236.42516874351,"Ontario/Quebec",2886,3854,3134,-1349,9384,14115,8095,6020,1358100,91500,784.666666666667,900.5,1220.75,1093,52.24,63.12,999.729166666667,6.90748440896683,0.00822343802040226,-100,769.1,719.1,578.2,140.9,50,339.9,6.5,69.4,64.8,3.4,7117,6256,6548,0.00455069002843333,0.00459031600717783,0.00676285514523613,-0.5,-0.2,-0.0999999999999943,0.676285514523613,7.11997956652401,-0.00589444352538226,106839.705882353,"Group2",1136.01222425697,8065.32432432432,7489.83783783784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"Ottawa Gatineau",7872,130.4,1263.20488241309,"Ontario/Quebec",3985,7254,4382,NA,10642,13809,8893,4916,1384897,90100,803.666666666667,955.5,1274.25,1115.75,52.5,65.5,1037.29166666667,6.94436842872834,0.0368840197615041,-1400,772.7,729.4,593,136.4,43.4,356.9,5.6,68.4,64.6,2.2,9327,8887,6821,0.00676285514523613,0.00681736634373879,0.00579633311243649,-1.2,-0.9,-1,0.579633311243649,7.14140732804882,0.0214277615248157,105205,"Group2",1151.14407332947,6814.2972972973,8378.78378378378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"Ottawa Gatineau",9543,133.4,1275.04753873064,"Ontario/Quebec",4132,3928,5016,NA,13399,13926,9250,4676,1411032,89200,829.666666666667,999.75,1289.75,1165.25,55.05,69.82,1071.10416666667,6.97644532684486,0.0320768981165278,-900,782.1,746.8,609.2,137.6,35.3,369.5,4.5,67.9,64.8,1.5,9468,9832,8503,0.00579633311243649,0.00588646569032494,0.00689076516159685,-0.7,-1.1,-0.5,0.689076516159685,7.15073874217638,0.00933141412755667,104154.117647059,"Group2",1173.55346482164,7718.32432432432,10873.3243243243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"Ottawa Gatineau",10876,136,1361.96299019608,"Ontario/Quebec",3930,3618,5523,NA,15021,13688,9274,4414,1438015,92000,885.666666666667,1106,1390,1284,56.93,69.87,1166.41666666667,7.06169165013265,0.0852463232877803,2800,814.3,774.6,640.8,133.9,39.6,360.7,4.9,69.3,65.9,1.8,11203,12268,8764,0.00689076516159685,0.0070267285177822,0.00770783369902313,0.3,0.4,1.39999999999999,0.770783369902313,7.21668231320963,0.0659435710332517,107423.529411765,"Group2",1209.29839692634,8011.75675675676,11422.7837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"Ottawa Gatineau",9332,137,1437.28972019465,"Ontario/Quebec",4464,4190,4032,NA,11902,13885,9874,4011,1462582,NA,948.666666666667,1160.5,1503.25,1347.5,48.54,60.23,1239.97916666667,7.12284985738267,0.0611582072500285,NA,785.6,725.9,608,117.9,59.7,407.9,7.6,65.8,60.8,3.4,13034,14964,10318,0.00770783369902313,0.00785329161663286,0.00648950115263054,1.6,2.7,-3.5,0.648950115263054,7.27051448036759,0.0538321671579549,NA,"Group2",1258.69715427106,7215.78378378378,8623.56756756757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Ottawa Gatineau",8679,141.6,1444.35852165725,"Ontario/Quebec",1696,1201,-2669,NA,5197,13689,10288,3401,1474077,NA,1008.66666666667,1196.25,1538,1408.75,48.53,65.45,1287.91666666667,7.16078120477822,0.0379313473955429,NA,815.1,766.8,640.3,126.5,48.3,397.1,5.9,67.2,63.3,2.8,13280,16773,11487,0.00648950115263054,0.00661359912461234,0.00593402626314285,-0.6,-1.7,1.40000000000001,0.593402626314285,7.27542057233163,0.00490609196404801,NA,"Group2",1277.7824986003,5870.43243243243,4056.16216216216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,"Ottawa Gatineau",17833,151.2,1446.52061287478,"Ontario/Quebec",-379,1369,4118,NA,20080,14146,10683,3463,1498610,NA,1091.66666666667,1263,1619.25,1535.25,54.67,68.94,1377.29166666667,7.22787428941973,0.0670930846415159,NA,834.3,800.1,663.8,136.3,34.2,402.8,4.1,67.4,64.7,1.9,15023,20564,11238,0.00593402626314285,0.00603540296867557,0.0120977398059939,-0.9,-1.8,0.200000000000003,1.20977398059939,7.27691637448734,0.001495802155703,NA,"Group2",1268.84790296249,12575.2972972973,16641.4864864865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"Ottawa Gatineau (Ontario)",7174,100,1365.91158333333,"Ontario",2084,-512,1443,1855,5359,9295,5262,4033,867412,NA,625.333333333333,769,1109,937.25,86.12,82.4,860.145833333333,6.75710194851498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21957731133992,NA,NA,NA,1009.56116441441,6814.24324324324,6484.81081081081,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",457823.7,NA,NA,NA,1
2003,"Ottawa Gatineau (Ontario)",5722,102.8,1334.50056744488,"Ontario",-211,-1124,1973,1877,5654,9381,5306,4075,877683,NA,628.333333333333,743.75,1144.75,938.75,88.62,87.25,863.895833333333,6.76145219826412,0.00435024974913656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,0.00659663458656325,1,NA,NA,0.659663458656325,7.19631239405609,-0.0232649172838375,NA,NA,1009.59369340157,5273.48648648649,4959.81081081081,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",473802.6,NA,NA,NA,1
2004,"Ottawa Gatineau (Ontario)",5535,104.7,1306.96545686087,"Ontario",-1266,-1189,463,1851,2952,9937,5533,4404,884435,NA,609,772.333333333333,1122.75,942.75,80.51,78.1,861.708333333333,6.75891685300473,-0.00253534525938459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,0.00659663458656325,NA,0.00630637713160674,1.1,NA,NA,0.630637713160674,7.17546328394127,-0.0208491101148107,NA,"Group2",1006.86523271122,6263.10810810811,5147.37837837838,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",494702.6,NA,NA,NA,1
2005,"Ottawa Gatineau (Ontario)",5393,107,1272.71892523364,"Ontario",-1065,-167,43,1783,2361,9590,5514,4076,891423,NA,620.25,763,1117.75,929.25,82.59,78.26,857.5625,6.75409406268139,-0.00482279032333732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,0.00630637713160674,0.00638105075788668,0.00609767817872427,-0.6,NA,NA,0.609767817872427,7.14891077703252,-0.0265525069087511,NA,"Group2",1001.016374786,6384.05405405405,5261.48648648649,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",516631,NA,NA,NA,1
2006,"Ottawa Gatineau (Ontario)",6156,109.1,1257.37893369997,"Ontario",-117,1556,-4662,1669,-1737,9185,5301,3884,896678,87800,634.666666666667,754.5,1124.5,941.75,81.35,81.05,863.854166666667,6.76140396597741,0.00730990329601955,NA,519.2,492.1,396.2,95.8,27.1,203.8,5.2,71.8,68.1,2.3,NA,NA,NA,0.00609767817872427,0.00614458751052487,0.00690581239209668,-1,NA,NA,0.690581239209668,7.13678462195142,-0.0121261550810994,102519.411764706,"Group2",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",536925.4,NA,NA,NA,1
2007,"Ottawa Gatineau (Ontario)",5859,111.5,1254.31823617339,"Ontario",1299,1408,475,187,4052,9494,5545,3949,907573,90500,644.333333333333,775.5,1138.25,964.75,75.46,75.86,880.708333333333,6.78072650793689,0.019322541959478,2700,529.9,502.1,413.2,88.9,27.8,204.6,5.2,72.1,68.4,2.2,NA,NA,NA,0.00690581239209668,0.00696037583315902,0.0065341181561274,-0.0999999999999996,0,0.299999999999997,0.65341181561274,7.13434746584975,-0.00243715610167161,105672.058823529,"Group2",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",560149.5,NA,NA,NA,1
2008,"Ottawa Gatineau (Ontario)",6421,114.1,1280.73962898043,"Ontario",2405,2239,482,300,4901,10045,5613,4432,921850,90500,672.666666666667,821.5,1192.5,994.25,68.29,72.93,920.229166666667,6.82462273322717,0.0438962252902835,0,541.9,514.5,417.1,97.4,27.4,205.6,5.1,72.5,68.8,1.3,NA,NA,NA,0.0065341181561274,0.00657263723282886,0.00707491298220639,-0.9,-0.100000000000001,0.400000000000006,0.707491298220639,7.15519302517218,0.0208455593224279,105672.058823529,"Group2",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",567992.1,NA,NA,NA,1
2009,"Ottawa Gatineau (Ontario)",6091,114.4,1320.93305652681,"Ontario",2368,2478,810,454,4791,10151,5579,4572,936513,90100,689.666666666667,853,1230.75,1033,66.72,78.13,951.604166666667,6.85814915700966,0.0335264237824857,-400,542.5,511.5,422.7,88.8,31,218.6,5.7,71.3,67.2,1.5,NA,NA,NA,0.00707491298220639,0.00716087603353712,0.00660736562347453,0.2,0.600000000000001,-1.2,0.660736562347453,7.186093626877,0.0309006017048183,105205,"Group2",1060.69803085428,6315.64864864865,6902.13513513513,54638,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",557436.6,NA,NA,NA,1
2010,"Ottawa Gatineau (Ontario)",7024,116.5,1335.5443490701,"Ontario",2752,1508,974,631,6616,10275,5522,4753,952773,89400,715.666666666667,888.25,1261,1054.25,60.32,67.81,979.791666666667,6.8873399640312,0.0291908070215419,-700,563.5,526.1,432.3,93.9,37.4,211.9,6.6,72.7,67.8,1.5,NA,NA,NA,0.00660736562347453,0.00671130586740681,0.00750016283810262,0,0.899999999999999,1.40000000000001,0.750016283810262,7.19709423983848,0.0110006129614844,104387.647058824,"Group2",1065.58649808607,6957.18918918919,6834.97297297297,55739,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",587627.9,NA,NA,NA,1
2011,"Ottawa Gatineau (Ontario)",6614,119.9,1327.52738393105,"Ontario",1348,1165,972,497,6140,10405,5757,4648,966571,97200,729.333333333333,903.75,1289.5,1086.75,57.87,61.59,1002.33333333333,6.91008589432042,0.0227459302892168,7800,559.8,526.7,430.9,95.8,33.1,227.7,5.9,71.1,66.9,1.4,NA,NA,NA,0.00750016283810262,0.00761946086673537,0.00694184239057992,-0.1,-0.699999999999999,-1.60000000000001,0.694184239057992,7.19107338109998,-0.00602085873850022,113495.294117647,"Group2",1063.9539744081,6691,6083.97297297297,57517,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",616138.5,NA,NA,NA,1
2012,"Ottawa Gatineau (Ontario)",6573,121.7,1344.31963845522,"Ontario",1000,2907,799,-1566,4870,10558,5631,4927,978709,94500,755,914,1335.25,1116.75,58.09,58.3,1030.25,6.93755677021893,0.0274708758985076,-2700,577.1,541.7,443.2,98.6,35.4,219.9,6.1,72.4,68,2.5,NA,NA,NA,0.00694184239057992,0.00706236859499014,0.00680032817040859,1.1,0.199999999999999,1.30000000000001,0.680032817040859,7.20364331903848,0.0125699379384976,110342.647058824,"Group2",1075.36299014709,6636.13513513513,6686.89189189189,58997,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",634945.2,NA,NA,NA,1
2013,"Ottawa Gatineau (Ontario)",6238,122.8,1352.67189196525,"Ontario",487,1534,805,-1549,4361,10510,5988,4522,988064,94600,767.333333333333,930.5,1354.25,1132,49.14,56.31,1046.02083333333,6.9527485615712,0.0151917913522759,100,563.7,527.6,428.7,98.9,36.1,241.3,6.4,70,65.5,2.9,NA,NA,NA,0.00680032817040859,0.00689881010482035,0.00637370249992592,0.4,0.300000000000001,-2.40000000000001,0.637370249992592,7.20983709467119,0.00619377563271239,110459.411764706,"Group2",1096.15518898377,6779.78378378378,6619.08108108108,60183,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",649490.1,NA,NA,NA,1
2014,"Ottawa Gatineau (Ontario)",5817,125.2,1332.71399094782,"Ontario",649,1704,636,-1554,3908,10621,5898,4723,997494,97500,780.666666666667,936.25,1357,1129,44.95,50.16,1050.72916666667,6.95723964658105,0.00449108500984252,2900,571.7,532.6,429.1,103.5,39.1,241.5,6.8,70.3,65.5,2.6,NA,NA,NA,0.00637370249992592,0.0064537421462055,0.0058872704602131,-0.3,0.399999999999999,0.299999999999997,0.58872704602131,7.19497273672809,-0.0148643579431074,113845.588235294,"Group2",1101.97838053709,6760.13513513513,6224.48648648649,60139,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",676838.4,NA,NA,NA,1
2015,"Ottawa Gatineau (Ontario)",4796,126.6,1346.17285413375,"Ontario",1559,2469,616,-1552,2680,10264,6423,3841,1006491,96600,802.333333333333,963.25,1352.75,1174.5,46.74,54.33,1073.20833333333,6.97840788346107,0.0211682368800208,-900,566.9,530.1,425.4,104.7,36.8,255.1,6.5,69,64.5,3.4,NA,NA,NA,0.0058872704602131,0.00594354399520184,0.00480804897072063,0.8,-0.3,-1.3,0.480804897072063,7.20502092256402,0.0100481858359371,112794.705882353,"Group2",1118.3942242005,6037.02702702703,4321.54054054054,60989,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",706836.6,NA,NA,NA,1
2016,"Ottawa Gatineau (Ontario)",7436,128.4,1346.78024402907,"Ontario",3436,2889,2911,-1191,7774,10299,6020,4279,1023678,96600,812.333333333333,937.75,1405.25,1200.5,50.78,62.6,1088.95833333333,6.99297686079908,0.0145689773380102,0,582.2,545.5,434.6,110.9,36.7,254.7,6.3,69.6,65.2,2.8,NA,NA,NA,0.00480804897072063,0.00485393658710367,0.00738804420506492,-0.6,-0.2,0.599999999999994,0.738804420506492,7.20547201835625,0.00045109579222568,112794.705882353,"Group2",1136.01222425697,8065.32432432432,7489.83783783784,64366,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",733760.7,NA,NA,NA,1
2017,"Ottawa Gatineau (Ontario)",6125,130.4,1380.79786554193,"Ontario",4870,6645,4093,NA,8792,10160,6698,3462,1047447,93100,836.666666666667,995.5,1476,1227.25,51.01,64.39,1133.85416666667,7.03337787519486,0.0404010143957816,-3500,584.7,551.5,443.8,107.8,33.2,270.4,5.7,68.4,64.5,1.8,NA,NA,NA,0.00738804420506492,0.00745468143166776,0.00598332678830648,-1,-0.6,-1.19999999999999,0.598332678830648,7.23041677451534,0.0249447561590941,108707.941176471,"Group2",1151.14407332947,6814.2972972973,8378.78378378378,67241,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",764464.8,NA,NA,NA,1
2018,"Ottawa Gatineau (Ontario)",7929,133.4,1405.79366566717,"Ontario",4361,3192,4678,NA,11476,10379,6960,3419,1069895,93900,883,1044.5,1508.5,1287.75,54.67,68.88,1180.9375,7.07406389354381,0.0406860183489508,800,590.7,564.1,457.2,106.9,26.6,283.1,4.5,67.6,64.6,1.6,NA,NA,NA,0.00598332678830648,0.00608549902582338,0.00756983408229724,-0.2,-1.2,-0.800000000000011,0.756983408229724,7.24835730887532,0.0179405343599779,109642.058823529,"Group2",1173.55346482164,7718.32432432432,10873.3243243243,70086,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",800375.6,NA,NA,NA,1
2019,"Ottawa Gatineau (Ontario)",9183,136,1513.75710784314,"Ontario",3690,3143,4412,NA,12257,10193,6911,3282,1092267,96700,935.666666666667,1158.5,1684.5,1407,57.3,69.51,1296.41666666667,7.16735932729912,0.0932954337553129,2800,619.9,589.8,486.3,103.4,30.1,273.3,4.9,69.4,66,1.8,NA,NA,NA,0.00756983408229724,0.00774559969052769,0.0085830852560298,0.2,0.4,1.80000000000001,0.85830852560298,7.32234999037611,0.073992681500787,112911.470588235,"Group2",1209.29839692634,8011.75675675676,11422.7837837838,73878,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",833628.8,NA,NA,NA,1
2020,"Ottawa Gatineau (Ontario)",8089,137,1577.83351581509,"Ontario",3796,4326,3246,NA,9966,10386,7499,2887,1113242,NA,1001.66666666667,1215,1727.5,1500.75,47.62,55.87,1361.22916666667,7.21614336956929,0.0487840422701735,NA,602.5,557.8,467.6,90.1,44.7,307.2,7.4,66.2,61.3,3.8,NA,NA,NA,0.0085830852560298,0.00876703069463181,0.00740569842355395,2,2.5,-3.2,0.740569842355395,7.36380799255421,0.0414580021781008,NA,"Group2",1258.69715427106,7215.78378378378,8623.56756756757,74821,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",820962.4,NA,NA,NA,1
2021,"Ottawa Gatineau (Ontario)",7665,141.6,1588.32709510358,"Ontario",243,2297,-2387,NA,4479,10111,7783,2328,1122589,NA,1060.66666666667,1255.75,1809.75,1539,47.95,63.11,1416.29166666667,7.25579723232721,0.0396538627579188,NA,628.6,590.2,490.9,99.2,38.4,297,6.1,67.9,63.8,3.3,NA,NA,NA,0.00740569842355395,0.0075605550077344,0.00688529538051924,-0.5,-1.3,1.7,0.688529538051924,7.37043659988063,0.0066286073264239,NA,"Group2",1277.7824986003,5870.43243243243,4056.16216216216,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",NA,"..",NA,NA,1
2022,"Ottawa Gatineau (Ontario)",16131,151.2,1549.94979056437,"Ontario",-2574,2577,4104,NA,18472,10491,8148,2343,1143407,NA,1123.33333333333,1312.75,1832.25,1634.75,52.91,63.72,1475.77083333333,7.29693573113674,0.0411384988095307,NA,637.4,610.5,503.2,107.3,26.9,309.4,4.2,67.3,64.5,2.2,NA,NA,NA,0.00688529538051924,0.00701751494826814,0.0143694620203832,-1.1,-1.9,-0.600000000000009,1.43694620203832,7.34597781620434,-0.0244587836762875,NA,"Group2",1268.84790296249,12575.2972972973,16641.4864864865,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",NA,"..",NA,NA,1
