"REF_DATE","City","Immigrants","CPI_current","Adj_rent","Province","Net interprovincial migration","Net intraprovincial migration","Net non-permanent residents","Residual deviation","Net_International_Migration","Births","Deaths","Natural_Growth","Population_Estimate","M_Income","Bachelor_Unit","One bedroom units","Three bedroom units","Two bedroom units","Crime severity index","Violent crime severity index","Average_Rent","Average_Rent_log","YoY_diff","Change_in_M_income","Labour force","Employment","Full-time employment","Part-time employment","Unemployment","Not in labour force","Unemployment_rate","participation_rate","Employment_rate","Vacancy_Rate","Housing starts","Housing under construction","Housing_completions","Percentage","Percentage3","Imm_pop","Change_Vacancy","Change_UnEm","Change_Participation","Imm_pop100","Log_Adj_Rent","Chng_Log_AdjR","Adj_M_Income","Group","avg_rent","avg_immigrants","avg_Net_imm","GDP_cma","DGUID","Value","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","GDP_pro","STATUS","SYMBOL","TERMINATED","DECIMALS"
2008,"Guelph",765,114.1,1164.44054922583,"Ontario",-367,926,-47,-430,363,1682,863,819,141550,NA,617.333333333333,767.333333333333,1081.25,880.75,57.66,42.27,836.666666666667,6.72942574345772,0.0158115980748796,NA,86.1,81.2,65.5,15.7,4.9,29.5,5.7,74.5,70.2,2.2,1087,598,769,0.0052475538933117,0.00532798833819242,0.00545497329558825,0.3,-0.0999999999999996,1.7,0.545497329558825,7.05999603540273,-0.00723906789297679,NA,"Group2",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",567992.1,NA,NA,NA,1
2009,"Guelph",660,114.4,1188.07918123543,"Ontario",-414,678,137,-416,587,1626,838,788,142773,NA,648.666666666667,771.666666666667,1092.75,910.5,59.91,51.26,855.895833333333,6.75214867870576,0.0227229352480363,NA,86.6,79.2,62.7,16.5,7.4,30.3,8.5,74.1,67.8,4.1,567,369,798,0.00545497329558825,0.00549162616741922,0.00466266336983398,1.9,2.8,-0.400000000000006,0.466266336983398,7.08009314857309,0.020097113170368,NA,"Group2",1060.69803085428,6315.64864864865,6902.13513513513,6311,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",557436.6,NA,NA,NA,1
2010,"Guelph",660,116.5,1166.20879828326,"Ontario",-136,859,-7,-377,481,1595,871,724,144324,NA,612.333333333333,783.666666666667,1097,929.25,50.71,44.83,855.5625,6.75175914735573,-0.0003895313500255,NA,86.5,79.7,63.5,16.1,6.8,32,7.9,73.1,67.3,3.4,1021,584,845,0.00466266336983398,0.00470625147070358,0.00462272278371961,-0.7,-0.6,-1,0.462272278371961,7.06151342316301,-0.018579725410083,NA,"Group2",1065.58649808607,6957.18918918919,6834.97297297297,7115,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",587627.9,NA,NA,NA,1
2011,"Guelph",539,119.9,1145.77599388379,"Ontario",-113,652,112,-273,446,1602,1004,598,145634,NA,619.333333333333,798.333333333333,1093.75,949,47.86,50.21,865.104166666667,6.7628499235736,0.0110907762178734,NA,87,82,66.4,15.5,5.1,33,5.9,72.5,68.3,1,764,590,758,0.00462272278371961,0.00466266336983398,0.00373465258723428,-2.4,-2,-0.599999999999994,0.373465258723428,7.04383741035317,-0.0176760128098392,NA,"Group2",1063.9539744081,6691,6083.97297297297,7481,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",616138.5,NA,NA,NA,1
2012,"Guelph",600,121.7,1166.42536291427,"Ontario",-85,780,202,224,620,1705,907,798,147971,NA,650,830.666666666667,1127.75,967.25,50.79,53.28,893.916666666667,6.79561255680943,0.0327626332358246,NA,88.9,84.1,68.6,15.5,4.8,33,5.4,72.9,69,1.3,731,714,604,0.00373465258723428,0.00377522360670435,0.00411991705233668,0.3,-0.5,0.400000000000006,0.411991705233668,7.06169910562898,0.0178616952758111,NA,"Group1",1075.36299014709,6636.13513513513,6686.89189189189,8013,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",634945.2,NA,NA,NA,1
2013,"Guelph",649,122.8,1173.89257600434,"Ontario",-145,515,127,233,425,1636,1038,598,149597,NA,656,844.333333333333,1149,981.75,43.2,42.45,907.770833333333,6.81099196054977,0.0153794037403392,NA,84.6,79,63.4,15.6,5.6,38.8,6.6,68.6,64,1.7,890,923,683,0.00411991705233668,0.00415731271306228,0.00438599455298673,0.4,1.2,-4.30000000000001,0.438599455298673,7.06808049364976,0.00638138802077748,NA,"Group1",1096.15518898377,6779.78378378378,6619.08108108108,8209,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",649490.1,NA,NA,NA,1
2014,"Guelph",689,125.2,1185.34518104366,"Ontario",-227,934,230,244,496,1661,1021,640,151684,NA,675.333333333333,870.333333333333,1182.5,1010,48.28,47.1,934.541666666667,6.84005621302488,0.0290642524751119,NA,86.2,80.8,64,16.8,5.4,38.9,6.3,68.9,64.6,1.1,1064,1235,691,0.00438599455298673,0.00445637694494417,0.00460570733370322,-0.6,-0.3,0.300000000000011,0.460570733370322,7.07778930317192,0.00970880952215758,NA,"Group1",1101.97838053709,6760.13513513513,6224.48648648649,8801,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",676838.4,NA,NA,NA,1
2015,"Guelph",667,126.6,1205.5817535545,"Ontario",-129,931,93,280,422,1559,1068,491,153679,NA,705.666666666667,900.333333333333,1193,1045.5,49.35,47.74,961.125,6.86810447335234,0.0280482603274645,NA,93.5,89.9,73.8,16.1,3.6,33.5,3.9,73.6,70.8,1.2,1141,1245,1129,0.00460570733370322,0.00465631779199978,0.00439729964927085,0.0999999999999999,-2.4,4.69999999999999,0.439729964927085,7.0947175124553,0.0169282092833862,NA,"Group2",1118.3942242005,6037.02702702703,4321.54054054054,9227,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",706836.6,NA,NA,NA,1
2016,"Guelph",729,128.4,1238.56373312564,"Ontario",101,1575,348,218,903,1676,1064,612,157088,NA,736,955.333333333333,1222.25,1092.25,54.6,49.87,1001.45833333333,6.90921254998012,0.0411080766277712,NA,95.9,91.1,75,16.1,4.8,33.8,5,73.9,70.2,0.9,1061,1395,916,0.00439729964927085,0.00445864556107409,0.00474365398004932,-0.3,1.1,0.300000000000011,0.474365398004932,7.12170770753729,0.0269901950819822,NA,"Group1",1136.01222425697,8065.32432432432,7489.83783783784,9520,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",733760.7,NA,NA,NA,1
2017,"Guelph",726,130.4,1263.1287704499,"Ontario",244,1272,382,NA,810,1673,1091,582,159996,NA,751,981.666666666667,1268.25,1148,65.83,59.16,1037.22916666667,6.94430817385018,0.0350956238700686,NA,96.6,91.3,72.9,18.4,5.3,35.8,5.5,73,69,1.2,1023,1153,1266,0.00474365398004932,0.00480604414440547,0.00462161336321043,0.3,0.5,-0.900000000000006,0.462161336321043,7.14134707317067,0.0196393656333846,NA,"Group2",1151.14407332947,6814.2972972973,8378.78378378378,9641,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",764464.8,NA,NA,NA,1
2018,"Guelph",920,133.4,1281.817966017,"Ontario",91,1008,301,NA,952,1658,1131,527,162574,NA,773,1034.66666666667,1307.5,1192,70.97,62.56,1076.79166666667,6.98174121988082,0.0374330460306398,NA,92.7,89.1,70.6,18.5,3.6,42.2,3.9,68.7,66,1.4,1122,911,1202,0.00462161336321043,0.00472413277025488,0.00575014375359384,0.2,-1.6,-4.3,0.575014375359384,7.15603463521234,0.0146875620416687,NA,"Group2",1173.55346482164,7718.32432432432,10873.3243243243,10118,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",800375.6,NA,NA,NA,1
2019,"Guelph",971,136,1361.16023284314,"Ontario",79,879,464,NA,1147,1626,1180,446,165125,NA,821,1146.66666666667,1393.25,1302,65.29,52.63,1165.72916666667,7.06110206434424,0.0793608444634124,NA,95.8,91.4,75.3,16.2,4.4,41.5,4.6,69.7,66.5,1.9,907,921,897,0.00575014375359384,0.00585658993685068,0.005972664755742,0.5,0.7,1,0.5972664755742,7.21609272742122,0.0600580922088829,NA,"Group2",1209.29839692634,8011.75675675676,11422.7837837838,10503,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",833628.8,NA,NA,NA,1
2020,"Guelph",1074,137,1458.3954379562,"Ontario",23,1079,116,NA,995,1647,1211,436,167658,NA,870.666666666667,1213.33333333333,1518.25,1430.5,63.26,66.38,1258.1875,7.13742747225905,0.0763254079148101,NA,94,85.1,69.7,15.4,8.9,45,9.5,67.6,61.2,2,584,711,786,0.005972664755742,0.00606890172254306,0.00650416351249054,0.1,4.9,-2.10000000000001,0.650416351249054,7.28509209524396,0.0689993678227347,NA,"Group2",1258.69715427106,7215.78378378378,8623.56756756757,10583,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",820962.4,NA,NA,NA,1
2021,"Guelph",769,141.6,1430.87753060263,"Ontario",-360,1280,-163,NA,405,1654,1274,380,169363,NA,938,1278.33333333333,1456.75,1430.5,56.3,52.89,1275.89583333333,7.15140382525369,0.0139763529946402,NA,99.7,92.8,76.3,16.6,6.8,41,6.8,70.9,66,2,766,573,899,0.00650416351249054,0.00660622239718528,0.00458671820014553,0,-2.7,3.30000000000001,0.458671820014553,7.2660431928071,-0.0190489024368565,NA,"Group2",1277.7824986003,5870.43243243243,4056.16216216216,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",NA,"..",NA,NA,1
2022,"Guelph",1729,151.2,1442.73528439153,"Ontario",-719,1284,690,NA,2081,1717,1326,391,172400,NA,990.333333333333,1341.66666666667,1668.75,1494,60.56,67.28,1373.6875,7.22525400877749,0.0738501835238052,NA,101.2,96.8,79.4,17.5,4.3,41.9,4.2,70.7,67.6,1.5,493,529,533,0.00458671820014553,0.00465707797123391,0.0102088413644066,-0.5,-2.6,-0.200000000000003,1.02088413644066,7.2742960938451,0.00825290103799503,NA,"Group2",1268.84790296249,12575.2972972973,16641.4864864865,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",NA,"..",NA,NA,1
2002,"Halifax",1313,100,1081.32875,"Nova Scotia",400,979,1138,668,1811,3821,2486,1335,374445,NA,525.333333333333,574.333333333333,917.75,706.333333333333,118.89,131.31,680.9375,6.52347052513894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,3310,1975,2588,NA,NA,NA,NA,NA,NA,NA,6.98594588796388,NA,NA,NA,1009.56116441441,6814.24324324324,6484.81081081081,NA,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",25495.8,NA,NA,NA,1
2003,"Halifax",1046,102.8,1088.14559014267,"Nova Scotia",671,382,212,641,618,3905,2571,1334,378091,NA,539.333333333333,596.333333333333,942.5,739.5,121.07,132.24,704.416666666667,6.55737003714093,0.0338995120019883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3066,1900,3127,NA,NA,0.00279346766547824,-0.4,NA,NA,0.279346766547824,6.9922302329329,0.00628434496901509,NA,NA,1009.59369340157,5273.48648648649,4959.81081081081,NA,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",27119.8,NA,NA,NA,1
2004,"Halifax",1376,104.7,1108.90783190067,"Nova Scotia",-456,-38,536,563,1208,4043,2659,1384,380752,NA,562.333333333333,613.333333333333,1000.5,748.333333333333,134.79,147.5,731.125,6.59458444376319,0.0372144066222626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2627,1636,2888,0.00279346766547824,NA,0.00363933550388663,0.6,NA,NA,0.363933550388663,7.01113087469973,0.0189006417668356,NA,"Group1",1006.86523271122,6263.10810810811,5147.37837837838,NA,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",28104.4,NA,NA,NA,1
2005,"Halifax",1394,107,1076.04314641745,"Nova Scotia",-1593,647,-90,480,413,3909,2668,1241,381940,NA,555.666666666667,616.5,952,776,128.75,152.52,725.041666666667,6.58622912446763,-0.008355319295557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2451,1839,2241,0.00363933550388663,0.00367477199588725,0.00366117577845947,0.4,NA,NA,0.366117577845947,6.98104583881876,-0.0300850358809708,NA,"Group1",1001.016374786,6384.05405405405,5261.48648648649,NA,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",29312.3,NA,NA,NA,1
2006,"Halifax",1759,109.1,1100.21035747021,"Nova Scotia",-620,441,246,174,1351,3819,2447,1372,384658,64800,577,639.25,1011.25,796,123.17,154.6,755.875,6.62787601859338,0.0416468941257442,NA,216,204.6,166.9,37.7,11.4,96.7,5.3,69.1,65.4,3,2511,2258,2091,0.00366117577845947,0.00368694309042003,0.00460543540870294,-0.3,NA,NA,0.460543540870294,7.00325667456739,0.0222108357486244,75663.5294117647,"Group1",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",29919.4,NA,NA,NA,1
2007,"Halifax",2264,111.5,1106.52623318386,"Nova Scotia",-868,1338,-213,-1667,1697,3928,2684,1244,386402,70600,579,664.25,1049.25,815.25,105.93,125.65,776.9375,6.65535990955193,0.0274838909585569,5800,221.2,209.4,171.5,37.8,11.8,94.4,5.3,70.1,66.3,3,2489,2469,2149,0.00460543540870294,0.00461980501743917,0.00588574785913721,0,0,1,0.588574785913721,7.0089808674648,0.005724192897409,82435.8823529412,"Group2",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",31047.5,NA,NA,NA,1
2008,"Halifax",2155,114.1,1101.49233128834,"Nova Scotia",-107,1507,458,-1671,2198,4218,2628,1590,389919,69700,602,674.75,1051,838,96.67,117.09,791.4375,6.67385091221083,0.0184910026588936,-900,222.3,210.2,172.2,37.9,12.2,96.9,5.5,69.6,65.9,3.4,2096,1970,2593,0.00588574785913721,0.00592763261245222,0.00557709328626663,0.4,0.2,-0.5,0.557709328626663,7.00442120415583,-0.00455966330896374,81385,"Group2",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",32563.7,NA,NA,NA,1
2009,"Halifax",1928,114.4,1153.37638403263,"Nova Scotia",-98,1492,1100,-1671,2572,4132,2658,1474,393688,69200,639.333333333333,695.75,1111,877.5,98.22,121.28,830.895833333333,6.72250443601561,0.0486535238047781,-500,231,216.2,177.8,38.3,14.9,92.2,6.5,71.5,66.9,2.8,1733,1633,2071,0.00557709328626663,0.00560237925637839,0.00494461670244333,-0.6,1,1.90000000000001,0.494461670244333,7.05044890588294,0.0460277017271107,80801.1764705882,"Group2",1060.69803085428,6315.64864864865,6902.13513513513,17378,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",31954,NA,NA,NA,1
2010,"Halifax",1870,116.5,1141.58798283262,"Nova Scotia",935,1236,1232,-1685,2646,4264,2728,1536,398356,73600,635,719.75,1112.5,882.75,97.77,106.84,837.5,6.73042126369922,0.00791682768361568,4400,232.6,217.3,177.5,39.8,15.3,94.9,6.6,71,66.4,2.6,2390,1981,2044,0.00494461670244333,0.0049896222069244,0.00474995427851497,-0.2,0.0999999999999996,-0.5,0.474995427851497,7.0401755395065,-0.0102733663764418,85938.8235294118,"Group2",1065.58649808607,6957.18918918919,6834.97297297297,18245,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",33591,NA,NA,NA,1
2011,"Halifax",1785,119.9,1154.79872115652,"Nova Scotia",625,1332,917,-1709,2142,4167,2839,1328,402074,78900,673.666666666667,737.75,1163.5,912.75,88.61,115.35,871.916666666667,6.77069385359305,0.0402725898938252,5300,233.7,219.4,178.7,40.7,14.3,97.5,6.1,70.6,66.3,2.4,2954,3029,1910,0.00474995427851497,0.00479586785973497,0.00448091656709074,-0.2,-0.5,-0.400000000000006,0.448091656709074,7.05168134037261,0.0115058008661126,92127.3529411765,"Group2",1063.9539744081,6691,6083.97297297297,18499,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",34263,NA,NA,NA,1
2012,"Halifax",1714,121.7,1162.37489728841,"Nova Scotia",-638,1386,1051,-2123,2146,4249,2718,1531,404376,72800,692,762.75,1168,940.5,75.95,94.39,890.8125,6.79213396761525,0.0214401140222034,-6100,235.3,220.7,178.3,42.4,14.6,98.3,6.2,70.5,66.2,3,2754,3627,2156,0.00448091656709074,0.00453404726585519,0.00426289687967886,0.6,0.100000000000001,-0.0999999999999943,0.426289687967886,7.0582205164348,0.00653917606218979,85004.705882353,"Group2",1075.36299014709,6636.13513513513,6686.89189189189,18956,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",34477.9,NA,NA,NA,1
2013,"Halifax",1708,122.8,1192.05069218241,"Nova Scotia",-754,1417,306,-2146,1488,4093,2876,1217,405598,75200,705,763.75,1224.75,993.75,69.05,85.06,921.8125,6.82634184061972,0.0342078730044708,2400,236.9,221.8,179.7,42.1,15.1,98.2,6.4,70.7,66.2,3.2,2439,2705,3357,0.00426289687967886,0.00430268403136893,0.00422379171859853,0.2,0.2,0.200000000000003,0.422379171859853,7.08343037371971,0.0252098572849109,87807.0588235294,"Group1",1096.15518898377,6779.78378378378,6619.08108108108,19260,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",35123.6,NA,NA,NA,1
2014,"Halifax",2147,125.2,1189.04459531416,"Nova Scotia",-875,1459,213,-2154,1917,3997,2881,1116,407061,81000,718.333333333333,768.25,1271.25,992,66.81,75.13,937.458333333333,6.84317231241244,0.0168304717927175,5800,235.6,221.3,180.6,40.7,14.3,101.1,6.1,70,65.7,3.7,1757,2606,1850,0.00422379171859853,0.00424797425349563,0.00529341860660062,0.5,-0.300000000000001,-0.700000000000003,0.529341860660062,7.08090540255948,-0.00252497116023953,94579.4117647059,"Group1",1101.97838053709,6760.13513513513,6224.48648648649,19738,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",36258.3,NA,NA,NA,1
2015,"Halifax",2043,126.6,1226.38296471827,"Nova Scotia",-1162,1277,398,-2157,2018,4101,3121,980,408017,74400,733.333333333333,844.5,1279.75,1053.25,65.06,83.59,977.708333333333,6.88521139788057,0.0420390854681338,-6600,233.5,218.9,181.3,37.6,14.6,104.8,6.3,69,64.7,3.3,2599,3526,1674,0.00529341860660062,0.00530941499990108,0.00501890380065887,-0.4,0.2,-1,0.501890380065887,7.11182443698353,0.0309190344240564,86872.9411764706,"Group2",1118.3942242005,6037.02702702703,4321.54054054054,20142,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",37028.1,NA,NA,NA,1
2016,"Halifax",4469,128.4,1242.86662772586,"Nova Scotia",104,1345,1644,-1922,5476,4005,3010,995,414015,69900,761,892.5,1294.25,1072,63.32,81.95,1004.9375,6.91268062950463,0.0274692316240586,-4500,234.8,220.8,181.2,39.6,14,108.2,6,68.5,64.4,2.6,2305,3797,2028,0.00501890380065887,0.00503700708583376,0.0109529749985907,-0.7,-0.3,-0.5,1.09529749985907,7.1251757870618,0.0133513500782731,81618.5294117647,"Group2",1136.01222425697,8065.32432432432,7489.83783783784,20551,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",37795.5,NA,NA,NA,1
2017,"Halifax",3584,130.4,1246.91692229039,"Nova Scotia",1532,993,1040,NA,4329,3918,3075,843,421712,76600,781.666666666667,865.75,1342.25,1106,66,88.84,1023.91666666667,6.93139042207957,0.0187097925749402,6700,235.8,219.7,178.6,41,16.1,113.7,6.8,67.5,62.9,2.2,2752,4162,2380,0.0109529749985907,0.0109786985242998,0.00865669118268662,-0.4,0.8,-1,0.865669118268662,7.12842932140006,0.00325353433825271,89441.7647058824,"Group2",1151.14407332947,6814.2972972973,8378.78378378378,21945,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",39329.1,NA,NA,NA,1
2018,"Halifax",4353,133.4,1268.59951274363,"Nova Scotia",1456,1023,1175,NA,5045,3890,3233,657,429893,76800,814,902.75,1377.5,1168.5,67.47,96.63,1065.6875,6.97137540977837,0.0399849876987997,200,243,228.3,187,41.3,14.8,113.8,6.1,68.1,64,1.5,2871,4787,2246,0.00865669118268662,0.00878394772766821,0.0103222104184847,-0.7,-0.7,0.599999999999994,1.03222104184847,7.14566882510988,0.017239503709825,89675.2941176471,"Group2",1173.55346482164,7718.32432432432,10873.3243243243,22790,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",40740,NA,NA,NA,1
2019,"Halifax",5411,136,1282.44136029412,"Nova Scotia",1602,1034,1371,NA,6618,3915,3227,688,439835,73400,814,972.5,1399.5,1207.25,60.87,84.1,1098.3125,7.00153018995506,0.0301547801766944,-3400,249.7,235.3,191.1,44.2,14.4,115.4,5.8,68.4,64.4,1,3143,5260,2668,0.0103222104184847,0.0105141118075432,0.0125868530076089,-0.5,-0.3,0.300000000000011,1.25868530076089,7.15652085303205,0.0108520279221658,85705.2941176471,"Group2",1209.29839692634,8011.75675675676,11422.7837837838,24098,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",42703.5,NA,NA,NA,1
2020,"Halifax",5135,137,1324.61319951338,"Nova Scotia",3227,1018,1194,NA,6145,3989,3304,685,450910,NA,867.333333333333,987.5,1472,1244.25,62.03,84.7,1142.77083333333,7.04121114792148,0.0396809579664197,NA,250.5,228.5,188.2,40.3,22,122.5,8.8,67.1,61.2,1.7,3249,5724,2776,0.0125868530076089,0.0128310316045073,0.0116748326076824,0.7,3,-1.30000000000001,1.16748326076824,7.18887577090639,0.0323549178743443,NA,"Group2",1258.69715427106,7215.78378378378,8623.56756756757,24447,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",42217.8,NA,NA,NA,1
2021,"Halifax",2835,141.6,1359.1035193032,"Nova Scotia",5507,117,100,NA,2834,3828,3327,501,459869,NA,905.666666666667,1087.66666666667,1581.5,1272.75,66.6,99.45,1211.89583333333,7.09994121684107,0.0587300689195889,NA,260.5,240.8,198,42.8,19.7,120,7.6,68.5,63.3,1,3794,6569,2950,0.0116748326076824,0.0119448327839718,0.00628728571111752,-0.7,-1.2,1.40000000000001,0.628728571111752,7.21458058439449,0.0257048134880939,NA,"Group2",1277.7824986003,5870.43243243243,4056.16216216216,NA,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",NA,"..",NA,NA,1
2022,"Halifax",10710,151.2,1367.75077160494,"Nova Scotia",8093,-124,1907,NA,12381,3980,3617,363,480582,NA,995.666666666667,1088.75,1690.5,1434.25,72.19,104.19,1302.29166666667,7.17188081201797,0.071939595176894,NA,265.6,252.4,208.8,43.7,13.1,128,4.9,67.5,64.1,0.9,3387,6746,3061,0.00628728571111752,0.00644559891777598,0.0232892410664776,-0.1,-2.7,-1,2.32892410664776,7.22092289708557,0.00634231269108643,NA,"Group2",1268.84790296249,12575.2972972973,16641.4864864865,NA,"2016A000212","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461164","3.1.1",NA,"..",NA,NA,1
2002,"Hamilton",4430,100,1142.06975,"Ontario",64,2667,1074,-369,4215,7057,5022,2035,697790,NA,478,628,962.5,808.25,96.67,91.67,719.1875,6.57812210258368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3803,1825,3621,NA,NA,NA,NA,NA,NA,NA,7.04059746540862,NA,NA,NA,1009.56116441441,6814.24324324324,6484.81081081081,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",457823.7,NA,NA,NA,1
2003,"Hamilton",3314,102.8,1124.51151102464,"Ontario",152,2570,1428,-299,3362,7015,5170,1845,705420,NA,499,634.333333333333,964.25,814.25,94.27,88.42,727.958333333333,6.5902438121265,0.0121217095428214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,3260,1747,3303,NA,NA,0.00474927986930165,1.2,NA,NA,0.474927986930165,7.02510400791847,-0.0154934574901526,NA,NA,1009.59369340157,5273.48648648649,4959.81081081081,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",473802.6,NA,NA,NA,1
2004,"Hamilton",4028,104.7,1120.78876154091,"Ontario",-464,2140,328,-199,3137,7339,5187,2152,712186,NA,511.333333333333,642,974.75,827.75,81.82,81.37,738.958333333333,6.60524153685978,0.014997724733278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,4093,2601,3233,0.00474927986930165,NA,0.00571007343143092,0.7,NA,NA,0.571007343143092,7.02178796779632,-0.00331604012214903,NA,"Group2",1006.86523271122,6263.10810810811,5147.37837837838,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",494702.6,NA,NA,NA,1
2005,"Hamilton",3804,107,1083.61830218068,"Ontario",-755,1822,30,-56,2512,7273,5265,2008,717717,NA,494.333333333333,648,961.75,816.5,84.08,88.9,730.145833333333,6.59324428588023,-0.0119972509795492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,3145,2910,2842,0.00571007343143092,0.005772510354118,0.00534130128926994,0.8,NA,NA,0.534130128926994,6.98806100023136,-0.0337269675649639,NA,"Group2",1001.016374786,6384.05405405405,5261.48648648649,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",516631,NA,NA,NA,1
2006,"Hamilton",4248,109.1,1058.39375190956,"Ontario",-1191,1769,-3748,-39,-788,7139,5276,1863,719331,85600,495.333333333333,656.5,945.25,811.5,84.55,92.16,727.145833333333,6.58912705347368,-0.00411723240655171,NA,392.2,368.5,302.1,66.5,23.7,191.4,6,67.2,63.1,4.2,3043,2598,3347,0.00534130128926994,0.00539253210853109,0.00591876742504358,0,NA,NA,0.591876742504358,6.96450770944768,-0.0235532907836715,99950.5882352941,"Group2",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",536925.4,NA,NA,NA,1
2007,"Hamilton",3825,111.5,1083.9168161435,"Ontario",-1122,902,-391,-1694,2408,7156,5605,1551,721376,85800,512,672.25,998.25,861.75,84.59,98.57,761.0625,6.63471548326723,0.0455884297935505,200,393.2,369.3,296.6,72.7,23.8,195.1,6.1,66.8,62.8,3.5,3004,2293,3309,0.00591876742504358,0.00596473393186611,0.00531744078873286,-0.7,0.0999999999999996,-0.400000000000006,0.531744078873286,6.98833644118009,0.0238287317324035,100184.117647059,"Group2",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",560149.5,NA,NA,NA,1
